,0,1
2173,ENSG00000100503,NIN
2174,ENSG00000100504,PYGL
2175,ENSG00000100505,TRIM9
2176,ENSG00000100519,PSMC6
2177,ENSG00000100522,GNPNAT1
2178,ENSG00000100523,DDHD1
2179,ENSG00000100526,CDKN3
2180,ENSG00000100528,CNIH1
2181,ENSG00000100532,CGRRF1
2182,ENSG00000100554,ATP6V1D
2183,ENSG00000100558,PLEK2
2184,ENSG00000100564,PIGH
2185,ENSG00000100565,LRRC74A
2186,ENSG00000100567,PSMA3
2187,ENSG00000100568,VTI1B
2188,ENSG00000100575,TIMM9
2189,ENSG00000100577,GSTZ1
2190,ENSG00000100578,KIAA0586
2191,ENSG00000100580,TMED8
2192,ENSG00000100583,SAMD15
2193,ENSG00000100591,AHSA1
2194,ENSG00000100592,DAAM1
2195,ENSG00000100593,ISM2
2196,ENSG00000100596,SPTLC2
2197,ENSG00000100599,RIN3
2198,ENSG00000100600,LGMN
2199,ENSG00000100601,ALKBH1
2200,ENSG00000100603,SNW1
2201,ENSG00000100605,ITPK1
2202,ENSG00000100612,DHRS7
2203,ENSG00000100614,PPM1A
2204,ENSG00000100625,SIX4
2205,ENSG00000100626,GALNT16
2206,ENSG00000100629,CEP128
2207,ENSG00000100632,ERH
2208,ENSG00000100644,HIF1A
2209,ENSG00000100647,SUSD6
2210,ENSG00000100650,SRSF5
2211,ENSG00000100652,SLC10A1
2212,ENSG00000100664,EIF5
2213,ENSG00000100665,SERPINA4
2214,ENSG00000100678,SLC8A3
2215,ENSG00000100697,DICER1
2216,ENSG00000100711,ZFYVE21
2217,ENSG00000100714,MTHFD1
2218,ENSG00000100721,TCL1A
2219,ENSG00000100722,ZC3H14
2220,ENSG00000100726,TELO2
2221,ENSG00000100739,BDKRB1
2222,ENSG00000100744,GSKIP
2223,ENSG00000100749,VRK1
2224,ENSG00000100764,PSMC1
2225,ENSG00000100767,PAPLN
2226,ENSG00000100784,RPS6KA5
2227,ENSG00000100796,PPP4R3A
2228,ENSG00000100802,C14orf93
2229,ENSG00000100804,PSMB5
2230,ENSG00000100811,YY1
2231,ENSG00000100813,ACIN1
2232,ENSG00000100815,TRIP11
2233,ENSG00000100836,PABPN1
2234,ENSG00000100842,EFS
2235,ENSG00000100852,ARHGAP5
2236,ENSG00000100865,CINP
2237,ENSG00000100867,DHRS2
2238,ENSG00000100883,SRP54
2239,ENSG00000100884,CPNE6
2240,ENSG00000100888,CHD8
2241,ENSG00000100897,DCAF11
2242,ENSG00000100902,PSMA6
2243,ENSG00000100906,NFKBIA
2244,ENSG00000100908,EMC9
2245,ENSG00000100916,BRMS1L
2246,ENSG00000100926,TM9SF1
2247,ENSG00000100934,SEC23A
2248,ENSG00000100938,GMPR2
2249,ENSG00000100941,PNN
2250,ENSG00000100949,RABGGTA
2251,ENSG00000100979,PLTP
2252,ENSG00000100982,PCIF1
2253,ENSG00000100983,GSS
2254,ENSG00000100985,MMP9
2255,ENSG00000100987,VSX1
2256,ENSG00000100991,TRPC4AP
2257,ENSG00000100994,PYGB
2258,ENSG00000100997,ABHD12
2259,ENSG00000101000,PROCR
2260,ENSG00000101003,GINS1
2261,ENSG00000101004,NINL
2262,ENSG00000101017,CD40
2263,ENSG00000101019,UQCC1
2264,ENSG00000101040,ZMYND8
2265,ENSG00000101049,SGK2
2266,ENSG00000101052,IFT52
2267,ENSG00000101057,MYBL2
2268,ENSG00000101074,R3HDML
2269,ENSG00000101076,HNF4A
2270,ENSG00000101079,NDRG3
2271,ENSG00000101082,SLA2
2272,ENSG00000101096,NFATC2
2273,ENSG00000101098,RIMS4
2274,ENSG00000101104,PABPC1L
2275,ENSG00000101109,STK4
2276,ENSG00000101115,SALL4
2277,ENSG00000101126,ADNP
2278,ENSG00000101132,PFDN4
2279,ENSG00000101134,DOK5
2280,ENSG00000101138,CSTF1
2281,ENSG00000101144,BMP7
2282,ENSG00000101146,RAE1
2283,ENSG00000101150,TPD52L2
2284,ENSG00000101152,DNAJC5
2285,ENSG00000101158,NELFCD
2286,ENSG00000101160,CTSZ
2287,ENSG00000101161,PRPF6
2288,ENSG00000101162,TUBB1
2289,ENSG00000101166,PRELID3B
2290,ENSG00000101180,HRH3
2291,ENSG00000101181,MTG2
2292,ENSG00000101182,PSMA7
2293,ENSG00000101187,SLCO4A1
2294,ENSG00000101188,NTSR1
2295,ENSG00000101189,MRGBP
2296,ENSG00000101190,TCFL5
2297,ENSG00000101191,DIDO1
2298,ENSG00000101193,GID8
2299,ENSG00000101194,SLC17A9
2300,ENSG00000101197,BIRC7
2301,ENSG00000101198,NKAIN4
2302,ENSG00000101199,ARFGAP1
2303,ENSG00000101200,AVP
2304,ENSG00000101203,COL20A1
2305,ENSG00000101204,CHRNA4
2306,ENSG00000101210,EEF1A2
2307,ENSG00000101213,PTK6
2308,ENSG00000101216,GMEB2
2309,ENSG00000101222,SPEF1
2310,ENSG00000101224,CDC25B
2311,ENSG00000101230,ISM1
2312,ENSG00000101236,RNF24
2313,ENSG00000101246,ARFRP1
2314,ENSG00000101247,NDUFAF5
2315,ENSG00000101251,SEL1L2
2316,ENSG00000101255,TRIB3
2317,ENSG00000101265,RASSF2
2318,ENSG00000101266,CSNK2A1
2319,ENSG00000101276,SLC52A3
2320,ENSG00000101280,ANGPT4
2321,ENSG00000101282,RSPO4
2322,ENSG00000101290,CDS2
2323,ENSG00000101294,HM13
2324,ENSG00000101298,SNPH
2325,ENSG00000101306,MYLK2
2326,ENSG00000101307,SIRPB1
2327,ENSG00000101310,SEC23B
2328,ENSG00000101311,FERMT1
2329,ENSG00000101323,HAO1
2330,ENSG00000101327,PDYN
2331,ENSG00000101331,CCM2L
2332,ENSG00000101333,PLCB4
2333,ENSG00000101335,MYL9
2334,ENSG00000101336,HCK
2335,ENSG00000101337,TM9SF4
2336,ENSG00000101342,TLDC2
2337,ENSG00000101343,CRNKL1
2338,ENSG00000101346,POFUT1
2339,ENSG00000101347,SAMHD1
2340,ENSG00000101350,KIF3B
2341,ENSG00000101361,NOP56
2342,ENSG00000101363,MANBAL
2343,ENSG00000101365,IDH3B
2344,ENSG00000101367,MAPRE1
2345,ENSG00000101384,JAG1
2346,ENSG00000101391,CDK5RAP1
2347,ENSG00000101400,SNTA1
2348,ENSG00000101405,OXT
2349,ENSG00000101407,TTI1
2350,ENSG00000101412,E2F1
2351,ENSG00000101413,RPRD1B
2352,ENSG00000101417,PXMP4
2353,ENSG00000101421,CHMP4B
2354,ENSG00000101425,BPI
2355,ENSG00000101435,CST9L
2356,ENSG00000101438,SLC32A1
2357,ENSG00000101439,CST3
2358,ENSG00000101440,ASIP
2359,ENSG00000101441,CST4
2360,ENSG00000101442,ACTR5
2361,ENSG00000101443,WFDC2
2362,ENSG00000101444,AHCY
2363,ENSG00000101445,PPP1R16B
2364,ENSG00000101446,SPINT3
2365,ENSG00000101447,FAM83D
2366,ENSG00000101448,EPPIN
2367,ENSG00000101452,DHX35
2368,ENSG00000101457,DNTTIP1
2369,ENSG00000101460,MAP1LC3A
2370,ENSG00000101463,SYNDIG1
2371,ENSG00000101464,PIGU
2372,ENSG00000101470,TNNC2
2373,ENSG00000101473,ACOT8
2374,ENSG00000101474,APMAP
2375,ENSG00000101489,CELF4
2376,ENSG00000101493,ZNF516
2377,ENSG00000101542,CDH20
2378,ENSG00000101544,ADNP2
2379,ENSG00000101546,RBFA
2380,ENSG00000101557,USP14
2381,ENSG00000101558,VAPA
2382,ENSG00000101574,METTL4
2383,ENSG00000101577,LPIN2
2384,ENSG00000101596,SMCHD1
2385,ENSG00000101605,MYOM1
2386,ENSG00000101608,MYL12A
2387,ENSG00000101624,CEP76
2388,ENSG00000101638,ST8SIA5
2389,ENSG00000101639,CEP192
2390,ENSG00000101654,RNMT
2391,ENSG00000101665,SMAD7
2392,ENSG00000101670,LIPG
2393,ENSG00000101680,LAMA1
2394,ENSG00000101695,RNF125
2395,ENSG00000101745,ANKRD12
2396,ENSG00000101746,NOL4
2397,ENSG00000101751,POLI
2398,ENSG00000101752,MIB1
2399,ENSG00000101773,RBBP8
2400,ENSG00000101782,RIOK3
2401,ENSG00000101811,CSTF2
2402,ENSG00000101825,MXRA5
2403,ENSG00000101842,VSIG1
2404,ENSG00000101843,PSMD10
2405,ENSG00000101844,ATG4A
2406,ENSG00000101846,STS
2407,ENSG00000101849,TBL1X
2408,ENSG00000101850,GPR143
2409,ENSG00000101856,PGRMC1
2410,ENSG00000101868,POLA1
2411,ENSG00000101871,MID1
2412,ENSG00000101882,NKAP
2413,ENSG00000101883,RHOXF1
2414,ENSG00000101888,NXT2
2415,ENSG00000101890,GUCY2F
2416,ENSG00000101892,ATP1B4
2417,ENSG00000101901,ALG13
2418,ENSG00000101911,PRPS2
2419,ENSG00000101916,TLR8
2420,ENSG00000101928,MOSPD1
2421,ENSG00000101935,AMMECR1
2422,ENSG00000101938,CHRDL1
2423,ENSG00000101940,WDR13
2424,ENSG00000101945,SUV39H1
2425,ENSG00000101951,PAGE4
2426,ENSG00000101955,SRPX
2427,ENSG00000101958,GLRA2
2428,ENSG00000101966,XIAP
2429,ENSG00000101972,STAG2
2430,ENSG00000101974,ATP11C
2431,ENSG00000101977,MCF2
2432,ENSG00000101986,ABCD1
2433,ENSG00000101997,CCDC22
2434,ENSG00000102001,CACNA1F
2435,ENSG00000102003,SYP
2436,ENSG00000102007,PLP2
2437,ENSG00000102010,BMX
2438,ENSG00000102021,LUZP4
2439,ENSG00000102024,PLS3
2440,ENSG00000102030,NAA10
2441,ENSG00000102032,RENBP
2442,ENSG00000102034,ELF4
2443,ENSG00000102038,SMARCA1
2444,ENSG00000102043,MTMR8
2445,ENSG00000102048,ASB9
2446,ENSG00000102053,ZC3H12B
2447,ENSG00000102054,RBBP7
2448,ENSG00000102057,KCND1
2449,ENSG00000102076,OPN1LW
2450,ENSG00000102078,SLC25A14
2451,ENSG00000102081,FMR1
2452,ENSG00000102096,PIM2
2453,ENSG00000102098,SCML2
2454,ENSG00000102103,PQBP1
2455,ENSG00000102104,RS1
2456,ENSG00000102109,PCSK1N
2457,ENSG00000102119,EMD
2458,ENSG00000102128,RAB40AL
2459,ENSG00000102144,PGK1
2460,ENSG00000102145,GATA1
2461,ENSG00000102158,MAGT1
2462,ENSG00000102172,SMS
2463,ENSG00000102174,PHEX
2464,ENSG00000102178,UBL4A
2465,ENSG00000102181,CD99L2
2466,ENSG00000102189,EEA1
2467,ENSG00000102195,GPR50
2468,ENSG00000102218,RP2
2469,ENSG00000102221,JADE3
2470,ENSG00000102225,CDK16
2471,ENSG00000102226,USP11
2472,ENSG00000102230,PCYT1B
2473,ENSG00000102239,BRS3
2474,ENSG00000102241,HTATSF1
2475,ENSG00000102243,VGLL1
2476,ENSG00000102245,CD40LG
2477,ENSG00000102265,TIMP1
2478,ENSG00000102271,KLHL4
2479,ENSG00000102287,GABRE
2480,ENSG00000102290,PCDH11X
2481,ENSG00000102302,FGD1
2482,ENSG00000102309,PIN4
2483,ENSG00000102312,PORCN
2484,ENSG00000102313,ITIH6
2485,ENSG00000102316,MAGED2
2486,ENSG00000102317,RBM3
2487,ENSG00000102349,KLF8
2488,ENSG00000102359,SRPX2
2489,ENSG00000102362,SYTL4
2490,ENSG00000102383,ZDHHC15
2491,ENSG00000102384,CENPI
2492,ENSG00000102385,DRP2
2493,ENSG00000102387,TAF7L
2494,ENSG00000102390,PBDC1
2495,ENSG00000102393,GLA
2496,ENSG00000102401,ARMCX3
2497,ENSG00000102409,BEX4
2498,ENSG00000102452,NALCN
2499,ENSG00000102466,FGF14
2500,ENSG00000102468,HTR2A
2501,ENSG00000102471,NDFIP2
2502,ENSG00000102524,TNFSF13B
2503,ENSG00000102531,FNDC3A
2504,ENSG00000102539,MLNR
2505,ENSG00000102543,CDADC1
2506,ENSG00000102547,CAB39L
2507,ENSG00000102554,KLF5
2508,ENSG00000102572,STK24
2509,ENSG00000102575,ACP5
2510,ENSG00000102580,DNAJC3
2511,ENSG00000102595,UGGT2
2512,ENSG00000102606,ARHGEF7
2513,ENSG00000102678,FGF9
2514,ENSG00000102683,SGCG
2515,ENSG00000102699,PARP4
2516,ENSG00000102710,SUPT20H
2517,ENSG00000102738,MRPS31
2518,ENSG00000102743,SLC25A15
2519,ENSG00000102753,KPNA3
2520,ENSG00000102755,FLT1
2521,ENSG00000102760,RGCC
2522,ENSG00000102763,VWA8
2523,ENSG00000102780,DGKH
2524,ENSG00000102781,KATNAL1
2525,ENSG00000102786,INTS6
2526,ENSG00000102796,DHRS12
2527,ENSG00000102802,MEDAG
2528,ENSG00000102804,TSC22D1
2529,ENSG00000102805,CLN5
2530,ENSG00000102837,OLFM4
2531,ENSG00000102854,MSLN
2532,ENSG00000102858,MGRN1
2533,ENSG00000102870,ZNF629
2534,ENSG00000102871,TRADD
2535,ENSG00000102878,HSF4
2536,ENSG00000102879,CORO1A
2537,ENSG00000102882,MAPK3
2538,ENSG00000102886,GDPD3
2539,ENSG00000102890,ELMO3
2540,ENSG00000102893,PHKB
2541,ENSG00000102897,LYRM1
2542,ENSG00000102898,NUTF2
2543,ENSG00000102900,NUP93
2544,ENSG00000102901,CENPT
2545,ENSG00000102904,TSNAXIP1
2546,ENSG00000102908,NFAT5
2547,ENSG00000102910,LONP2
2548,ENSG00000102921,N4BP1
2549,ENSG00000102924,CBLN1
2550,ENSG00000102931,ARL2BP
2551,ENSG00000102934,PLLP
2552,ENSG00000102935,ZNF423
2553,ENSG00000102962,CCL22
2554,ENSG00000102967,DHODH
2555,ENSG00000102970,CCL17
2556,ENSG00000102974,CTCF
2557,ENSG00000102977,ACD
2558,ENSG00000102978,POLR2C
2559,ENSG00000102981,PARD6A
2560,ENSG00000102984,ZNF821
2561,ENSG00000102996,MMP15
2562,ENSG00000103005,USB1
2563,ENSG00000103018,CYB5B
2564,ENSG00000103023,PRSS54
2565,ENSG00000103024,NME3
2566,ENSG00000103034,NDRG4
2567,ENSG00000103035,PSMD7
2568,ENSG00000103037,SETD6
2569,ENSG00000103042,SLC38A7
2570,ENSG00000103043,VAC14
2571,ENSG00000103044,HAS3
2572,ENSG00000103047,TANGO6
2573,ENSG00000103051,COG4
2574,ENSG00000103056,SMPD3
2575,ENSG00000103061,SLC7A6OS
2576,ENSG00000103064,SLC7A6
2577,ENSG00000103066,PLA2G15
2578,ENSG00000103067,ESRP2
2579,ENSG00000103089,FA2H
2580,ENSG00000103091,WDR59
2581,ENSG00000103111,MON1B
2582,ENSG00000103126,AXIN1
2583,ENSG00000103145,HCFC1R1
2584,ENSG00000103148,NPRL3
2585,ENSG00000103150,MLYCD
2586,ENSG00000103152,MPG
2587,ENSG00000103154,NECAB2
2588,ENSG00000103160,HSDL1
2589,ENSG00000103168,TAF1C
2590,ENSG00000103174,NAGPA
2591,ENSG00000103175,WFDC1
2592,ENSG00000103184,SEC14L5
2593,ENSG00000103187,COTL1
2594,ENSG00000103194,USP10
2595,ENSG00000103196,CRISPLD2
2596,ENSG00000103197,TSC2
2597,ENSG00000103199,ZNF500
2598,ENSG00000103202,NME4
2599,ENSG00000103222,ABCC1
2600,ENSG00000103226,NOMO3
2601,ENSG00000103227,LMF1
2602,ENSG00000103241,FOXF1
2603,ENSG00000103248,MTHFSD
2604,ENSG00000103249,CLCN7
2605,ENSG00000103253,HAGHL
2606,ENSG00000103257,SLC7A5
2607,ENSG00000103260,METRN
2608,ENSG00000103264,FBXO31
2609,ENSG00000103266,STUB1
2610,ENSG00000103269,RHBDL1
2611,ENSG00000103274,NUBP1
2612,ENSG00000103275,UBE2I
2613,ENSG00000103313,MEFV
2614,ENSG00000103316,CRYM
2615,ENSG00000103319,EEF2K
2616,ENSG00000103326,CAPN15
2617,ENSG00000103335,PIEZO1
2618,ENSG00000103342,GSPT1
2619,ENSG00000103343,ZNF174
2620,ENSG00000103351,CLUAP1
2621,ENSG00000103353,UBFD1
2622,ENSG00000103355,PRSS33
2623,ENSG00000103356,EARS2
2624,ENSG00000103365,GGA2
2625,ENSG00000103375,AQP8
2626,ENSG00000103381,CPPED1
2627,ENSG00000103404,USP31
2628,ENSG00000103415,HMOX2
2629,ENSG00000103449,SALL1
2630,ENSG00000103460,TOX3
2631,ENSG00000103479,RBL2
2632,ENSG00000103485,QPRT
2633,ENSG00000103489,XYLT1
2634,ENSG00000103490,PYCARD
2635,ENSG00000103494,RPGRIP1L
2636,ENSG00000103495,MAZ
2637,ENSG00000103496,STX4
2638,ENSG00000103502,CDIPT
2639,ENSG00000103507,BCKDK
2640,ENSG00000103510,KAT8
2641,ENSG00000103512,NOMO1
2642,ENSG00000103522,IL21R
2643,ENSG00000103528,SYT17
2644,ENSG00000103534,TMC5
2645,ENSG00000103540,CCP110
2646,ENSG00000103546,SLC6A2
2647,ENSG00000103549,RNF40
2648,ENSG00000103550,KNOP1
2649,ENSG00000103569,AQP9
2650,ENSG00000103591,AAGAB
2651,ENSG00000103599,IQCH
2652,ENSG00000103642,LACTB
2653,ENSG00000103647,CORO2B
2654,ENSG00000103653,CSK
2655,ENSG00000103657,HERC1
2656,ENSG00000103671,TRIP4
2657,ENSG00000103707,MTFMT
2658,ENSG00000103710,RASL12
2659,ENSG00000103723,AP3B2
2660,ENSG00000103740,ACSBG1
2661,ENSG00000103742,IGDCC4
2662,ENSG00000103769,RAB11A
2663,ENSG00000103811,CTSH
2664,ENSG00000103852,TTC23
2665,ENSG00000103855,CD276
2666,ENSG00000103876,FAH
2667,ENSG00000103888,CEMIP
2668,ENSG00000103932,RPAP1
2669,ENSG00000103942,HOMER2
2670,ENSG00000103966,EHD4
2671,ENSG00000103978,TMEM87A
2672,ENSG00000103994,ZNF106
2673,ENSG00000103995,CEP152
2674,ENSG00000104043,ATP8B4
2675,ENSG00000104044,OCA2
2676,ENSG00000104047,DTWD1
2677,ENSG00000104055,TGM5
2678,ENSG00000104064,GABPB1
2679,ENSG00000104081,BMF
2680,ENSG00000104093,DMXL2
2681,ENSG00000104112,SCG3
2682,ENSG00000104129,DNAJC17
2683,ENSG00000104131,EIF3J
2684,ENSG00000104133,SPG11
2685,ENSG00000104140,RHOV
2686,ENSG00000104142,VPS18
2687,ENSG00000104147,OIP5
2688,ENSG00000104154,SLC30A4
2689,ENSG00000104164,BLOC1S6
2690,ENSG00000104177,MYEF2
2691,ENSG00000104205,SGK3
2692,ENSG00000104213,PDGFRL
2693,ENSG00000104218,CSPP1
2694,ENSG00000104219,ZDHHC2
2695,ENSG00000104221,BRF2
2696,ENSG00000104228,TRIM35
2697,ENSG00000104231,ZFAND1
2698,ENSG00000104237,RP1
2699,ENSG00000104267,CA2
2700,ENSG00000104290,FZD3
2701,ENSG00000104299,INTS9
2702,ENSG00000104312,RIPK2
2703,ENSG00000104313,EYA1
2704,ENSG00000104320,NBN
2705,ENSG00000104321,TRPA1
2706,ENSG00000104324,CPQ
2707,ENSG00000104325,DECR1
2708,ENSG00000104327,CALB1
2709,ENSG00000104332,SFRP1
2710,ENSG00000104341,LAPTM4B
2711,ENSG00000104343,UBE2W
2712,ENSG00000104356,POP1
2713,ENSG00000104361,NIPAL2
2714,ENSG00000104365,IKBKB
2715,ENSG00000104368,PLAT
2716,ENSG00000104369,JPH1
2717,ENSG00000104371,DKK4
2718,ENSG00000104375,STK3
2719,ENSG00000104381,GDAP1
2720,ENSG00000104388,RAB2A
2721,ENSG00000104408,EIF3E
2722,ENSG00000104412,EMC2
2723,ENSG00000104413,ESRP1
2724,ENSG00000104419,NDRG1
2725,ENSG00000104427,ZC2HC1A
2726,ENSG00000104432,IL7
2727,ENSG00000104435,STMN2
2728,ENSG00000104442,ARMC1
2729,ENSG00000104447,TRPS1
2730,ENSG00000104450,SPAG1
2731,ENSG00000104472,CHRAC1
2732,ENSG00000104490,NCALD
2733,ENSG00000104497,SNX16
2734,ENSG00000104499,GML
2735,ENSG00000104517,UBR5
2736,ENSG00000104518,GSDMD
2737,ENSG00000104529,EEF1D
2738,ENSG00000104537,ANXA13
2739,ENSG00000104549,SQLE
2740,ENSG00000104611,SH2D4A
2741,ENSG00000104613,INTS10
2742,ENSG00000104626,ERI1
2743,ENSG00000104635,SLC39A14
2744,ENSG00000104643,MTMR9
2745,ENSG00000104660,LEPROTL1
2746,ENSG00000104671,DCTN6
2747,ENSG00000104679,R3HCC1
2748,ENSG00000104687,GSR
2749,ENSG00000104689,TNFRSF10A
2750,ENSG00000104691,UBXN8
2751,ENSG00000104695,PPP2CB
2752,ENSG00000104722,NEFM
2753,ENSG00000104723,TUSC3
2754,ENSG00000104728,ARHGEF10
2755,ENSG00000104731,KLHDC4
2756,ENSG00000104738,MCM4
2757,ENSG00000104755,ADAM2
2758,ENSG00000104756,KCTD9
2759,ENSG00000104760,FGL1
2760,ENSG00000104763,ASAH1
2761,ENSG00000104765,BNIP3L
2762,ENSG00000104774,MAN2B1
2763,ENSG00000104783,KCNN4
2764,ENSG00000104804,TULP2
2765,ENSG00000104805,NUCB1
2766,ENSG00000104808,DHDH
2767,ENSG00000104812,GYS1
2768,ENSG00000104814,MAP4K1
2769,ENSG00000104818,CGB2
2770,ENSG00000104823,ECH1
2771,ENSG00000104826,LHB
2772,ENSG00000104833,TUBB4A
2773,ENSG00000104848,KCNA7
2774,ENSG00000104852,SNRNP70
2775,ENSG00000104853,CLPTM1
2776,ENSG00000104856,RELB
2777,ENSG00000104859,CLASRP
2778,ENSG00000104863,LIN7B
2779,ENSG00000104866,PPP1R37
2780,ENSG00000104870,FCGRT
2781,ENSG00000104872,PIH1D1
2782,ENSG00000104879,CKM
2783,ENSG00000104880,ARHGEF18
2784,ENSG00000104881,PPP1R13L
2785,ENSG00000104883,PEX11G
2786,ENSG00000104884,ERCC2
2787,ENSG00000104885,DOT1L
2788,ENSG00000104886,PLEKHJ1
2789,ENSG00000104888,SLC17A7
2790,ENSG00000104889,RNASEH2A
2791,ENSG00000104892,KLC3
2792,ENSG00000104894,CD37
2793,ENSG00000104897,SF3A2
2794,ENSG00000104899,AMH
2795,ENSG00000104901,DKKL1
2796,ENSG00000104903,LYL1
2797,ENSG00000104904,OAZ1
2798,ENSG00000104907,TRMT1
2799,ENSG00000104915,STX10
2800,ENSG00000104918,RETN
2801,ENSG00000104921,FCER2
2802,ENSG00000104936,DMPK
2803,ENSG00000104938,CLEC4M
2804,ENSG00000104941,RSPH6A
2805,ENSG00000104946,TBC1D17
2806,ENSG00000104951,IL4I1
2807,ENSG00000104953,TLE6
2808,ENSG00000104960,PTOV1
2809,ENSG00000104967,NOVA2
2810,ENSG00000104969,SGTA
2811,ENSG00000104973,MED25
2812,ENSG00000104976,SNAPC2
2813,ENSG00000104979,C19orf53
2814,ENSG00000104980,TIMM44
2815,ENSG00000104983,CCDC61
2816,ENSG00000105048,TNNT1
2817,ENSG00000105053,VRK3
2818,ENSG00000105058,FAM32A
2819,ENSG00000105063,PPP6R1
2820,ENSG00000105072,C19orf44
2821,ENSG00000105085,MED26
2822,ENSG00000105088,OLFM2
2823,ENSG00000105122,RASAL3
2824,ENSG00000105127,AKAP8
2825,ENSG00000105131,EPHX3
2826,ENSG00000105136,ZNF419
2827,ENSG00000105137,SYDE1
2828,ENSG00000105141,CASP14
2829,ENSG00000105143,SLC1A6
2830,ENSG00000105146,AURKC
2831,ENSG00000105171,POP4
2832,ENSG00000105173,CCNE1
2833,ENSG00000105176,URI1
2834,ENSG00000105185,PDCD5
2835,ENSG00000105186,ANKRD27
2836,ENSG00000105193,RPS16
2837,ENSG00000105197,TIMM50
2838,ENSG00000105198,LGALS13
2839,ENSG00000105204,DYRK1B
2840,ENSG00000105205,CLC
2841,ENSG00000105220,GPI
2842,ENSG00000105221,AKT2
2843,ENSG00000105223,PLD3
2844,ENSG00000105227,PRX
2845,ENSG00000105229,PIAS4
2846,ENSG00000105245,NUMBL
2847,ENSG00000105246,EBI3
2848,ENSG00000105251,SHD
2849,ENSG00000105254,TBCB
2850,ENSG00000105255,FSD1
2851,ENSG00000105258,POLR2I
2852,ENSG00000105261,OVOL3
2853,ENSG00000105270,CLIP3
2854,ENSG00000105278,ZFR2
2855,ENSG00000105281,SLC1A5
2856,ENSG00000105287,PRKD2
2857,ENSG00000105289,TJP3
2858,ENSG00000105290,APLP1
2859,ENSG00000105298,CACTIN
2860,ENSG00000105321,CCDC9
2861,ENSG00000105323,HNRNPUL1
2862,ENSG00000105325,FZR1
2863,ENSG00000105327,BBC3
2864,ENSG00000105329,TGFB1
2865,ENSG00000105339,DENND3
2866,ENSG00000105355,PLIN3
2867,ENSG00000105357,MYH14
2868,ENSG00000105364,MRPL4
2869,ENSG00000105366,SIGLEC8
2870,ENSG00000105369,CD79A
2871,ENSG00000105370,LIM2
2872,ENSG00000105371,ICAM4
2873,ENSG00000105372,RPS19
2874,ENSG00000105374,NKG7
2875,ENSG00000105376,ICAM5
2876,ENSG00000105379,ETFB
2877,ENSG00000105383,CD33
2878,ENSG00000105388,CEACAM5
2879,ENSG00000105392,CRX
2880,ENSG00000105393,BABAM1
2881,ENSG00000105397,TYK2
2882,ENSG00000105398,SULT2A1
2883,ENSG00000105401,CDC37
2884,ENSG00000105402,NAPA
2885,ENSG00000105404,RABAC1
2886,ENSG00000105409,ATP1A3
2887,ENSG00000105419,MEIS3
2888,ENSG00000105426,PTPRS
2889,ENSG00000105427,CNFN
2890,ENSG00000105428,ZNRF4
2891,ENSG00000105429,MEGF8
2892,ENSG00000105438,KDELR1
2893,ENSG00000105443,CYTH2
2894,ENSG00000105447,GRWD1
2895,ENSG00000105464,GRIN2D
2896,ENSG00000105467,SYNGR4
2897,ENSG00000105472,CLEC11A
2898,ENSG00000105483,CARD8
2899,ENSG00000105486,LIG1
2900,ENSG00000105492,SIGLEC6
2901,ENSG00000105497,ZNF175
2902,ENSG00000105499,PLA2G4C
2903,ENSG00000105507,CABP5
2904,ENSG00000105509,HAS1
2905,ENSG00000105514,RAB3D
2906,ENSG00000105516,DBP
2907,ENSG00000105518,TMEM205
2908,ENSG00000105519,CAPS
2909,ENSG00000105520,PLPPR2
2910,ENSG00000105523,FAM83E
2911,ENSG00000105538,RASIP1
2912,ENSG00000105550,FGF21
2913,ENSG00000105552,BCAT2
2914,ENSG00000105556,MIER2
2915,ENSG00000105559,PLEKHA4
2916,ENSG00000105568,PPP2R1A
2917,ENSG00000105576,TNPO2
2918,ENSG00000105583,WDR83OS
2919,ENSG00000105605,CACNG7
2920,ENSG00000105607,GCDH
2921,ENSG00000105610,KLF1
2922,ENSG00000105612,DNASE2
2923,ENSG00000105613,MAST1
2924,ENSG00000105619,TFPT
2925,ENSG00000105639,JAK3
2926,ENSG00000105640,RPL18A
2927,ENSG00000105641,SLC5A5
2928,ENSG00000105642,KCNN1
2929,ENSG00000105643,ARRDC2
2930,ENSG00000105647,PIK3R2
2931,ENSG00000105649,RAB3A
2932,ENSG00000105650,PDE4C
2933,ENSG00000105655,ISYNA1
2934,ENSG00000105656,ELL
2935,ENSG00000105662,CRTC1
2936,ENSG00000105664,COMP
2937,ENSG00000105668,UPK1A
2938,ENSG00000105669,COPE
2939,ENSG00000105671,DDX49
2940,ENSG00000105672,ETV2
2941,ENSG00000105675,ATP4A
2942,ENSG00000105676,ARMC6
2943,ENSG00000105677,TMEM147
2944,ENSG00000105679,GAPDHS
2945,ENSG00000105695,MAG
2946,ENSG00000105696,TMEM59L
2947,ENSG00000105697,HAMP
2948,ENSG00000105698,USF2
2949,ENSG00000105699,LSR
2950,ENSG00000105700,KXD1
2951,ENSG00000105701,FKBP8
2952,ENSG00000105705,SUGP1
2953,ENSG00000105707,HPN
2954,ENSG00000105708,ZNF14
2955,ENSG00000105711,SCN1B
2956,ENSG00000105717,PBX4
2957,ENSG00000105722,ERF
2958,ENSG00000105723,GSK3A
2959,ENSG00000105726,ATP13A1
